"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"NTR_A","Non-tax revenue: Grants","NES","Total","1999","1999",63459.9,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2000","2000",76710.2,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2001","2001",64164.3,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2002","2002",70804.7,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2003","2003",76203,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2004","2004",128701,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2005","2005",164476.688,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2006","2006",169061,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2007","2007",207292.726,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2008","2008",279775.381,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2009","2009",347397.1,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2010","2010",397351.9,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2011","2011",443149.906,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2012","2012",345510,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2013","2013",459200,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2014","2014",421820.807,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2015","2015",374600,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2016","2016",339335.821,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2017","2017",359730.779,,
"NTR_A","Non-tax revenue: Grants","NES","Total","2018","2018",398685.573,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1996","1996",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1997","1997",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1998","1998",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","1999","1999",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2000","2000",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2001","2001",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2002","2002",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2003","2003",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2004","2004",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2005","2005",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2006","2006",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2007","2007",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2008","2008",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2009","2009",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2010","2010",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2011","2011",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2012","2012",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2013","2013",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2014","2014",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2015","2015",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2016","2016",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2017","2017",0,,
"4500","4500 Non-recurrent taxes on property","NES","Total","2018","2018",0,,
"5121","5121 Excises","FED","Federal or Central government","1996","1996",6935.734,,
"5121","5121 Excises","FED","Federal or Central government","1997","1997",11637.121,,
"5121","5121 Excises","FED","Federal or Central government","1998","1998",13804.791,,
"5121","5121 Excises","FED","Federal or Central government","1999","1999",17932.317,,
"5121","5121 Excises","FED","Federal or Central government","2000","2000",18848.615,,
"5121","5121 Excises","FED","Federal or Central government","2001","2001",14232.21,,
"5121","5121 Excises","FED","Federal or Central government","2002","2002",14422.383,,
"5121","5121 Excises","FED","Federal or Central government","2003","2003",16240.112,,
"5121","5121 Excises","FED","Federal or Central government","2004","2004",19507.24,,
"5121","5121 Excises","FED","Federal or Central government","2005","2005",22613.536,,
"5121","5121 Excises","FED","Federal or Central government","2006","2006",26670.222,,
"5121","5121 Excises","FED","Federal or Central government","2007","2007",31928.233,,
"5121","5121 Excises","FED","Federal or Central government","2008","2008",39183.916,,
"5121","5121 Excises","FED","Federal or Central government","2009","2009",55077.74,,
"5121","5121 Excises","FED","Federal or Central government","2010","2010",75235.553,,
"5121","5121 Excises","FED","Federal or Central government","2011","2011",98005.404,,
"5121","5121 Excises","FED","Federal or Central government","2012","2012",99071.065,,
"5121","5121 Excises","FED","Federal or Central government","2013","2013",105303.523,,
"5121","5121 Excises","FED","Federal or Central government","2014","2014",121220.19,,
"5121","5121 Excises","FED","Federal or Central government","2015","2015",138260.742,,
"5121","5121 Excises","FED","Federal or Central government","2016","2016",143700.776,,
"5121","5121 Excises","FED","Federal or Central government","2017","2017",148561.45,,
"5121","5121 Excises","FED","Federal or Central government","2018","2018",169237.381,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1996","1996",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1997","1997",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1998","1998",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","1999","1999",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2000","2000",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2001","2001",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2002","2002",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2003","2003",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2004","2004",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2005","2005",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2006","2006",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2007","2007",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2008","2008",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2009","2009",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2010","2010",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2011","2011",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2012","2012",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2013","2013",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2014","2014",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2015","2015",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2016","2016",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2017","2017",0,,
"1300","1300 Unallocable between 1100 and 1200","FED","Federal or Central government","2018","2018",0,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1996","1996",1224.689,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1997","1997",1914.867,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1998","1998",2473.379,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","1999","1999",2924.519,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2000","2000",3423.323,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2001","2001",3803.204,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2002","2002",4297.3,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2003","2003",5853.336,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2004","2004",10799.183,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2005","2005",11987.538,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2006","2006",11410.921,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2007","2007",16611.434,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2008","2008",23248.169,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2009","2009",25741.353,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2010","2010",28234.538,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2011","2011",35635.508,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2012","2012",42890.413,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2013","2013",53123.306,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2014","2014",55529.815,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2015","2015",59686.813,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2016","2016",74716.575,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2017","2017",74896.986,,
"TOTALTAX","Total tax revenue","SOCSEC","Social Security Funds","2018","2018",83344.08,,
"3000","3000 Taxes on payroll and workforce","NES","Total","1996","1996",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","1997","1997",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","1998","1998",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","1999","1999",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2000","2000",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2001","2001",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2002","2002",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2003","2003",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2004","2004",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2005","2005",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2006","2006",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2007","2007",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2008","2008",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2009","2009",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2010","2010",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2011","2011",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2012","2012",0,,
"3000","3000 Taxes on payroll and workforce","NES","Total","2013","2013",0,,
